datetime,state,country,latitude,longitude
11/13/2007 7:15,ca,us,33.7797222,-116.46444440000002
11/13/2007 18:00,ca,us,32.7152778,-117.1563889
11/13/2007 18:50,ca,us,32.7152778,-117.1563889
11/13/2007 19:10,ca,us,32.7152778,-117.1563889
11/13/2007 20:00,wa,us,47.9791667,-122.20083329999999
11/13/2007 20:00,ok,us,35.8788889,-97.425
11/13/2007 20:00,wa,us,47.7558333,-122.3402778
11/13/2007 20:20,tx,us,32.8047222,-97.4447222
11/13/2007 20:30,ca,us,33.1433333,-117.1652778
11/13/2007 20:45,ms,us,31.4172222,-89.54222220000001
11/13/2007 21:00,az,us,34.8697222,-111.7602778
11/13/2007 21:00,tx,us,29.0386111,-95.6983333
11/13/2007 22:22,ca,us,34.0522222,-118.2427778
11/13/2007 23:45,ne,us,40.8,-96.66666670000001
11/13/2008 2:59,mo,us,37.2152778,-93.2980556
11/13/2008 17:30,tx,us,33.1030556,-96.6702778
11/13/2008 18:00,or,us,44.5647222,-123.26083329999999
11/13/2008 18:00,il,us,39.6538889,-88.0261111
11/13/2008 19:00,or,us,45.5236111,-122.675
11/13/2008 20:00,tx,us,31.2169444,-98.3930556
11/13/2008 20:30,ca,us,37.9780556,-122.03
11/13/2008 21:20,wa,us,47.2152778,-123.09944440000001
11/13/2008 23:00,co,us,40.4233333,-104.70861109999998
11/13/2009 1:15,tx,us,33.3244444,-96.7841667
11/13/2009 3:00,ca,us,34.2163889,-119.03666670000001
11/13/2009 3:00,ks,us,37.2866667,-98.0255556
11/13/2009 17:00,ny,us,43.2311111,-76.30111109999999
11/13/2009 18:45,fl,us,27.1972222,-80.2530556
11/13/2009 19:00,oh,us,39.1619444,-84.4569444
11/13/2009 19:35,ky,us,38.9975,-84.49638890000001
11/13/2009 20:00,ga,us,33.5441667,-84.23388890000001
11/13/2009 20:15,fl,us,28.6802778,-81.50972220000001
11/13/2009 21:30,ca,us,37.6236111,-120.75277779999999
11/13/2009 22:00,vt,us,44.1244444,-73.1541667
11/13/2009 22:30,fl,us,27.3361111,-82.5308333
11/13/2009 23:00,oh,us,41.6638889,-83.5552778
11/13/2010 7:11,ca,us,34.09,-117.88944440000002
11/13/2010 7:45,il,us,39.8402778,-88.9547222
11/13/2010 10:00,ca,us,39.8122222,-121.57722220000001
11/13/2010 12:00,pa,us,40.2452778,-75.65
11/13/2010 12:03,in,us,39.7944444,-87.39583329999999
11/13/2010 17:30,wv,us,39.4408333,-78.9741667
11/13/2010 20:30,sc,us,33.7630556,-81.245
11/13/2010 20:30,ca,us,38.7522222,-121.28694440000001
11/13/2010 20:45,ca,us,37.3394444,-121.8938889
11/13/2010 21:00,hi,us,20.8947222,-156.47
11/13/2011 9:45,ny,us,40.7719444,-73.9305556
11/13/2011 18:30,oh,us,41.0813889,-81.5191667
11/13/2011 20:00,oh,us,39.3122222,-84.6505556
11/13/2011 20:00,ny,us,40.7002778,-73.5933333
11/13/2011 21:00,sc,us,32.9808333,-80.03277779999999
11/13/2011 21:20,mo,us,38.6630556,-90.5769444
11/13/2011 21:45,tx,us,32.6277778,-96.4555556
11/13/2011 23:30,wa,us,47.3483333,-122.1136111
11/13/2012 2:00,ca,us,34.27515,-118.5498
11/13/2012 2:30,ca,us,34.2483333,-117.18833329999998
11/13/2012 5:37,al,us,33.5205556,-86.8025
11/13/2012 6:00,ky,us,38.9988889,-84.6266667
11/13/2012 6:00,fl,us,28.5380556,-81.3794444
11/13/2012 6:30,tx,us,32.6730556,-97.4602778
11/13/2012 15:50,nh,us,43.2080556,-71.53805559999999
11/13/2012 16:16,ny,us,42.8863889,-78.87861109999999
11/13/2012 16:45,va,us,39.1855556,-78.1636111
11/13/2012 17:10,fl,us,28.5380556,-81.3794444
11/13/2012 17:30,co,us,40.1672222,-105.1013889
11/13/2012 18:00,il,us,40.1244444,-87.63
11/13/2012 18:00,mt,us,47.0625,-109.4275
11/13/2012 18:30,ca,us,32.7425,-117.03055559999999
11/13/2012 18:30,mo,us,40.2319444,-92.70833329999999
11/13/2012 18:30,ct,us,41.5963889,-72.8780556
11/13/2012 19:00,ca,us,38.4022222,-122.8227778
11/13/2012 19:15,nh,us,43.0716667,-70.7630556
11/13/2012 19:36,ma,us,42.05,-71.8805556
11/13/2012 19:55,tx,us,29.7855556,-95.8241667
11/13/2012 20:30,oh,us,39.9611111,-82.99888890000001
11/13/2012 20:30,mn,us,44.9636111,-93.8469444
11/13/2012 20:40,ct,us,41.9761111,-72.59222220000001
11/13/2012 21:20,tn,us,36.5483333,-82.5619444
11/13/2012 23:00,ms,us,34.2,-90.5708333
11/13/2013 1:21,wa,us,47.6419444,-122.07916670000002
11/13/2013 4:35,nj,us,40.7877778,-74.38861109999999
11/13/2013 7:30,ca,us,33.7669444,-118.18833329999998
11/13/2013 11:53,id,us,43.6136111,-116.2025
11/13/2013 13:30,oh,us,41.0255556,-81.73
11/13/2013 16:15,wi,us,43.0388889,-87.90638890000001
11/13/2013 17:30,ca,us,38.5816667,-121.49333329999999
11/13/2013 17:35,az,us,34.4838889,-114.32166670000001
11/13/2013 17:50,vt,us,44.1969444,-72.5025
11/13/2013 18:00,me,us,44.5433333,-68.42
11/13/2013 18:00,fl,us,26.4516667,-81.9483333
11/13/2013 18:22,ma,us,41.9902778,-70.97555559999999
11/13/2013 18:40,va,us,38.4219444,-77.40861109999999
11/13/2013 18:45,wi,us,44.2947222,-90.8513889
11/13/2013 19:13,ut,us,40.7608333,-111.89027779999999
11/13/2013 19:15,ny,us,42.5961111,-76.09361109999999
11/13/2013 19:30,wi,us,43.8013889,-91.2394444
11/13/2013 19:45,fl,us,27.2436111,-80.83
11/13/2013 20:00,la,us,29.5955556,-90.7194444
11/13/2013 20:00,mo,us,36.4252778,-89.6994444
11/13/2013 20:00,ut,us,40.115,-111.65416670000002
11/13/2013 20:00,nj,us,39.9536111,-74.1983333
11/13/2013 21:15,ca,us,38.7522222,-121.28694440000001
11/13/2013 21:25,wi,us,43.7972222,-90.07722220000001
11/13/2013 22:15,wi,us,44.2947222,-90.8513889
11/13/2013 22:30,ca,us,34.1808333,-118.30805559999999
11/14/2013 998208:00:00,wa,us,48.0841667,-121.9675
11/14/1954 1:00,tx,us,31.5830556,-96.6108333
11/14/1966 22:15,tx,us,27.8002778,-97.39611109999998
11/14/1984 20:00,tx,us,32.4063889,-97.2113889
11/14/1988 22:30,tx,us,32.4708333,-100.4055556
11/14/1989 20:00,ok,us,35.9986111,-96.1138889
11/14/1990 19:30,nh,us,43.4138889,-71.9855556
11/14/1994 20:00,ca,us,32.7152778,-117.1563889
11/14/1994 21:09,fl,us,28.8355556,-82.3305556
11/14/1995 18:30,ca,us,38.175,-122.25972220000001
11/14/1995 18:45,ga,us,31.8055556,-81.4308333
11/14/1996 14:15,mt,us,46.3141667,-114.11194440000001
11/14/1996 18:20,or,us,44.9430556,-123.0338889
11/14/1996 19:00,fl,us,27.0591667,-80.1366667
11/14/1997 16:00,wa,us,48.9180556,-122.74333329999999
11/14/1997 17:00,or,us,45.5236111,-122.675
11/14/1997 17:34,mi,us,43.1125,-84.9855556
11/14/1997 19:30,wa,us,48.9391667,-119.43444440000002
11/14/1997 19:55,ca,us,37.8044444,-122.2697222
11/14/1997 21:00,wa,us,47.3294444,-122.5788889
11/14/1997 21:00,wa,us,47.7575,-122.2427778
11/14/1997 21:00,in,us,40.0455556,-86.0086111
11/14/1997 21:00,wa,us,47.0380556,-122.89944440000001
11/14/1997 21:00,wa,us,47.7361111,-122.64527779999999
11/14/1997 21:00,wa,us,47.6063889,-122.33083329999998
11/14/1997 21:00,wa,us,47.6063889,-122.33083329999998
11/14/1997 21:05,wa,us,47.8108333,-122.3761111
11/14/1997 21:09,wa,us,48.7052778,-119.43833329999998
11/14/1997 21:10,wa,us,47.5302778,-122.0313889
11/14/1997 21:10,wa,us,47.9447222,-122.30333329999999
11/14/1997 21:10,wa,us,47.9130556,-122.09694440000001
11/14/1997 21:10,wa,us,48.4780556,-120.185
11/14/1997 21:11,wa,us,48.4758333,-122.3241667
11/14/1997 21:11,wa,us,47.4830556,-122.21583329999999
11/14/1997 21:12,wa,us,46.7163889,-122.95305559999998
11/14/1997 21:15,wa,us,48.0097222,-122.52472220000001
11/14/1997 21:15,or,us,45.2102778,-123.1975
11/14/1997 21:15,wa,us,47.4830556,-122.21583329999999
11/14/1997 21:15,wa,us,47.5288889,-121.8241667
11/14/1997 21:30,or,us,45.5319444,-122.29
11/14/1997 21:30,wa,us,47.0380556,-122.89944440000001
11/14/1997 21:30,wa,us,47.0380556,-122.89944440000001
11/14/1997 22:25,wa,us,48.7597222,-122.48694440000001
11/14/1997 23:15,ca,us,33.8491667,-118.3875
11/14/1998 13:30,ia,us,42.0341667,-91.5975
11/14/1998 17:24,co,us,39.7391667,-104.98416670000002
11/14/1998 19:00,az,us,33.4222222,-111.8219444
11/14/1998 19:30,wa,us,46.7380556,-119.9016667
11/14/1998 21:15,id,us,45.9633333,-116.25527779999999
11/14/1998 21:20,mi,us,42.3683333,-83.3527778
11/14/1999 2:00,nc,us,35.6008333,-82.5541667
11/14/1999 2:06,tn,us,35.2561111,-88.98777779999999
11/14/1999 3:30,tx,us,32.9616667,-96.82888890000001
11/14/1999 4:30,fl,us,27.1972222,-80.2530556
11/14/1999 5:00,il,us,42.0883333,-87.9805556
11/14/1999 15:00,ca,us,34.2669444,-118.30138889999999
11/14/1999 18:05,fl,us,28.2713889,-82.7197222
11/14/1999 18:45,tx,us,33.1372222,-95.8391667
11/14/1999 19:00,wi,us,43.8869444,-89.70611109999999
11/14/1999 19:27,il,us,41.8875,-88.3052778
11/14/1999 21:30,tx,us,32.7994444,-97.26888890000001
11/14/2000 18:30,ms,us,30.4088889,-89.435
11/14/2000 20:15,wa,us,46.9966667,-120.54666670000002
11/14/2000 20:25,fl,us,30.1388889,-82.9519444
11/14/2000 21:00,wa,us,46.9966667,-120.54666670000002
11/14/2000 21:00,ky,us,38.5730556,-82.83027779999999
11/14/2000 21:00,ca,us,32.7152778,-117.1563889
11/15/2000 884280:00:00,tx,us,32.1530556,-94.7991667
11/14/2001 5:35,tn,us,35.1494444,-90.04888890000001
11/14/2001 12:00,ca,us,34.0522222,-118.2427778
11/14/2001 18:30,ca,us,34.1458333,-118.8047222
11/14/2001 19:30,ma,us,42.6611111,-70.99722220000001
11/14/2001 20:00,ky,us,37.6455556,-84.7722222
11/14/2001 20:45,mn,us,44.9958333,-92.8791667
11/14/2002 4:35,ga,us,34.0233333,-84.6155556
11/14/2002 8:00,ca,us,37.6688889,-122.0797222
11/14/2002 12:00,la,us,30.4505556,-91.1544444
11/14/2002 18:22,ca,us,37.485,-119.9652778
11/14/2002 23:20,tn,us,35.6263889,-86.69333329999999
11/14/2003 0:00,va,us,37.5058333,-77.64944440000001
11/14/2003 12:00,wa,us,48.1183333,-123.42944440000001
11/14/2003 14:50,sc,us,32.7763889,-79.9311111
11/14/2003 17:00,wa,us,45.8625,-122.66916670000002
11/14/2003 17:30,oh,us,41.1827778,-80.7655556
11/14/2003 17:30,oh,us,41.1827778,-80.7655556
11/14/2003 19:30,fl,us,28.8002778,-81.2733333
11/14/2003 20:00,fl,us,26.9294444,-82.0455556
11/14/2003 21:00,fl,us,30.0225,-82.33972220000001
11/14/2003 22:30,ga,us,31.3363889,-81.95638890000001
11/14/2003 23:15,fl,us,28.7497222,-82.2969444
11/14/2003 23:34,ca,us,34.1991667,-118.18694440000002
11/14/2004 14:00,in,us,39.7683333,-86.1580556
11/14/2004 17:55,ca,us,34.2783333,-119.29222220000001
11/14/2004 21:45,nd,us,47.8211111,-101.2983333
11/14/2005 6:16,oh,us,40.0719444,-83.5563889
11/14/2005 17:30,ny,us,41.5963889,-73.9113889
11/14/2005 19:08,ca,us,36.9861111,-120.62555559999998
11/14/2005 19:30,az,us,33.4483333,-112.07333329999999
11/14/2005 19:45,tx,us,33.0197222,-96.6986111
11/14/2005 20:10,tx,us,33.0461111,-96.9938889
11/14/2005 20:13,tx,us,30.2669444,-97.7427778
11/14/2005 20:15,tx,us,31.5491667,-97.1463889
11/14/2005 20:45,ca,us,34.1722222,-118.37805559999998
11/14/2005 20:51,ca,us,38.2325,-122.63555559999999
11/14/2005 21:00,ca,us,33.8702778,-117.92444440000001
11/14/2005 21:00,ga,us,33.9525,-84.55
11/14/2005 21:15,ma,us,42.3583333,-71.0602778
11/14/2005 22:00,tn,us,35.5938889,-89.26222220000001
11/14/2005 22:31,az,us,33.0580556,-112.04694440000002
11/14/2005 23:00,la,us,30.3580556,-90.0655556
11/14/2006 3:05,wa,us,47.7675,-117.3538889
11/14/2006 5:57,wa,us,47.4019444,-122.32305559999999
11/14/2006 13:15,fl,us,27.5872222,-82.42527779999999
11/14/2006 14:00,fl,us,27.5872222,-82.42527779999999
11/14/2006 19:40,az,us,33.4483333,-112.07333329999999
11/14/2006 20:30,az,us,33.8566667,-112.6225
11/14/2006 23:00,va,us,38.2680556,-77.18472220000001
11/14/2006 23:25,ak,us,61.2180556,-149.90027780000003
11/14/2007 3:38,ny,us,42.225,-73.735
11/14/2007 17:30,ms,us,30.3672222,-89.0927778
11/14/2007 17:34,ca,us,32.7152778,-117.1563889
11/14/2007 20:17,ca,us,32.7152778,-117.1563889
11/14/2007 20:30,ms,us,30.3958333,-88.8852778
11/14/2007 20:30,ca,us,36.6002778,-121.8936111
11/14/2007 21:30,ga,us,32.0833333,-81.1
11/14/2007 22:30,ca,us,34.2241667,-118.23916670000001
11/14/2007 23:00,ks,us,37.6922222,-97.33722220000001
11/14/2008 5:30,ky,us,37.0833333,-88.6
11/14/2008 8:40,ut,us,38.2769444,-112.64027779999999
11/14/2008 10:00,tx,us,31.7586111,-106.4863889
11/14/2008 18:30,ca,us,34.1577778,-118.6375
11/14/2008 18:30,ca,us,34.0522222,-118.2427778
11/14/2008 18:30,ny,us,42.7675,-78.74416670000001
11/14/2008 20:00,fl,us,27.9655556,-82.80027779999999
11/14/2008 20:30,ca,us,33.8352778,-117.9136111
11/14/2008 21:00,nd,us,48.76,-98.3677778
11/14/2008 23:41,ca,us,37.775,-122.41833329999999
11/14/2008 23:50,ut,us,40.7608333,-111.89027779999999
11/14/2009 17:45,va,us,37.2294444,-80.4141667
11/14/2009 19:00,me,us,44.2444444,-69.7719444
11/14/2009 19:00,nc,us,34.9391667,-79.7741667
11/14/2009 19:07,tn,us,35.9605556,-83.9208333
11/14/2009 20:36,ca,us,36.6002778,-121.8936111
11/14/2009 21:15,ks,us,38.1805556,-99.0983333
11/14/2009 21:30,oh,us,39.5522222,-84.2333333
11/14/2009 23:40,wi,us,43.8013889,-91.2394444
11/14/2010 0:30,tn,us,35.7327778,-84.3338889
11/14/2010 12:15,ct,us,41.2222222,-73.0569444
11/14/2010 15:30,va,us,37.5536111,-77.46055559999999
11/14/2010 15:32,il,us,40.8388889,-89.88638890000001
11/14/2010 18:00,nm,us,32.9438889,-103.3480556
11/14/2010 18:40,fl,us,29.6130556,-82.81777779999999
11/14/2010 19:00,fl,us,27.9905556,-82.69333329999999
11/14/2010 19:33,ca,us,37.9622222,-122.34444440000001
11/14/2010 20:55,in,us,39.6411111,-85.14111109999999
11/14/2010 21:00,ny,us,41.4277778,-74.16638890000002
11/14/2010 23:15,il,us,42.2711111,-89.09388890000001
11/14/2011 15:08,wi,us,44.0747222,-89.28777779999999
11/14/2011 17:40,mo,us,39.0997222,-94.5783333
11/14/2011 17:45,ma,us,42.2625,-71.80277779999999
11/14/2011 18:05,ia,us,42.1469444,-91.68
11/14/2011 18:50,wy,us,41.5286111,-109.46555559999999
11/14/2011 18:50,ca,us,34.1083333,-117.2888889
11/14/2011 19:15,fl,us,29.6513889,-82.325
11/14/2011 20:00,az,us,33.6116667,-111.71666670000002
11/14/2011 20:05,wa,us,47.6063889,-122.33083329999998
11/14/2011 21:00,wi,us,43.9705556,-89.8166667
11/14/2011 23:00,co,us,39.0638889,-108.55
11/14/2012 3:53,va,us,36.8188889,-76.2752778
11/14/2012 5:00,ny,us,40.835,-73.1316667
11/14/2012 5:00,ca,us,33.6,-117.6711111
11/14/2012 15:53,va,us,36.8188889,-76.2752778
11/14/2012 16:50,wa,us,46.1383333,-122.93694440000002
11/14/2012 17:30,nj,us,40.1413889,-74.10027779999999
11/14/2012 17:30,fl,us,26.5625,-81.94972220000001
11/14/2012 17:30,wa,us,45.6388889,-122.66027779999999
11/14/2012 17:30,wa,us,45.6388889,-122.66027779999999
11/14/2012 17:35,wa,us,45.6388889,-122.66027779999999
11/14/2012 18:00,or,us,45.0244444,-123.9452778
11/14/2012 18:01,ma,us,41.9,-71.0902778
11/14/2012 18:30,wa,us,45.6388889,-122.66027779999999
11/14/2012 18:35,ny,us,40.7258333,-73.51472220000001
11/14/2012 18:36,il,us,41.8455556,-87.7538889
11/14/2012 18:45,wa,us,45.8152778,-122.74138889999999
11/14/2012 19:00,oh,us,40.4475,-82.2602778
11/14/2012 19:50,vt,us,44.1511111,-72.4933333
11/14/2012 20:00,wa,us,48.7597222,-122.48694440000001
11/14/2012 20:00,ut,us,40.2969444,-111.69388889999999
11/14/2012 20:00,ca,us,38.5816667,-121.49333329999999
11/14/2012 20:08,ca,us,37.5958333,-122.01805559999998
11/14/2012 20:10,ca,us,37.5958333,-122.01805559999998
11/14/2012 20:30,id,us,47.7661111,-116.78555559999998
11/14/2012 21:00,ak,us,61.2180556,-149.90027780000003
11/14/2012 21:15,ut,us,40.7608333,-111.89027779999999
11/14/2012 21:20,ut,us,40.5,-111.95
11/14/2012 21:45,ut,us,40.5308333,-112.2975
11/14/2012 22:00,ar,us,34.5441667,-91.96888890000001
11/14/2012 22:20,tn,us,35.9605556,-83.9208333
11/14/2012 22:45,ca,us,37.8716667,-122.27166670000001
11/14/2012 23:43,wa,us,47.2530556,-122.44305559999998
11/14/2013 15:00,wv,us,37.3661111,-81.1027778
11/14/2013 16:00,ca,us,36.0652778,-119.01583329999998
11/14/2013 17:00,nh,us,44.0536111,-71.1288889
11/14/2013 18:09,wi,us,44.6688889,-90.1716667
11/14/2013 18:45,ca,us,34.1975,-119.1761111
11/14/2013 18:45,vt,us,44.8108333,-73.08361109999998
11/14/2013 19:00,me,us,44.6705556,-70.1516667
11/14/2013 19:30,va,us,37.0297222,-76.3455556
11/14/2013 20:00,pa,us,40.2736111,-76.88472220000001
11/14/2013 22:15,mo,us,39.0997222,-94.5783333
11/14/2013 23:15,pa,us,39.8494444,-75.35611109999999
11/15/1953 3:00,nj,us,40.4416667,-74.13027779999999
11/15/1956 18:30,sd,us,45.4647222,-98.48611109999999
11/15/1958 22:30,ri,us,41.8711111,-71.5525
11/15/1959 1:30,in,us,40.4166667,-86.87527779999999
11/15/1960 22:00,ks,us,39.1141667,-94.6272222
11/15/1962 21:00,tx,us,28.8830556,-97.7127778
11/15/1964 22:00,tn,us,35.1494444,-90.04888890000001
11/15/1964 22:00,tn,us,35.1494444,-90.04888890000001
11/15/1965 16:30,ny,us,40.8261111,-73.5025
11/15/1965 21:00,md,us,38.9330556,-76.9461111
11/15/1965 21:00,ny,us,40.7141667,-74.0063889
11/15/1966 19:40,ca,us,33.6602778,-117.99833329999998
11/15/1966 22:30,nc,us,36.0997222,-80.2444444
11/15/1967 23:30,wa,us,48.9938889,-122.74583329999999
11/15/1970 20:00,oh,us,39.9611111,-82.99888890000001
11/15/1970 21:00,nj,us,40.5741667,-74.61027779999999
11/15/1971 21:00,tx,us,30.9088889,-98.1930556
11/15/1973 17:30,fl,us,24.5552778,-81.78277779999999
11/15/1973 18:00,al,us,34.6608333,-87.6944444
11/16/1973 647616:00:00,ny,us,40.7141667,-74.0063889
11/15/1974 0:00,nj,us,40.7705556,-74.2330556
11/15/1974 9:00,ak,us,60.5427778,-145.7575
11/15/1974 21:00,sc,us,33.5602778,-81.7197222
11/15/1974 21:00,mi,us,44.4836111,-84.77972220000001
11/15/1974 23:30,ca,us,34.1866667,-118.44805559999999
11/15/1975 20:00,ny,us,42.6525,-73.7566667
11/15/1975 20:00,ny,us,42.2172222,-73.865
11/15/1975 21:00,in,us,40.1052778,-85.6802778
11/15/1975 21:30,oh,us,41.1538889,-80.7016667
11/15/1975 23:00,fl,us,25.7738889,-80.1938889
11/15/1975 23:00,ma,us,42.6666667,-71.7055556
11/15/1976 21:00,mi,us,44.4202778,-83.3308333
11/15/1976 22:00,ma,us,41.9,-71.0902778
11/15/1976 23:00,oh,us,41.4169444,-81.5275
11/15/1977 1:00,ny,us,41.5033333,-74.0108333
11/15/1977 20:30,mt,us,47.7166667,-104.1558333
11/15/1977 22:30,mi,us,42.2916667,-85.58722220000001
11/15/1978 20:00,nv,us,36.175,-115.1363889
11/15/1979 4:00,hi,us,21.3069444,-157.8583333
11/15/1979 21:00,tx,us,30.2669444,-97.7427778
11/15/1979 22:30,ny,us,41.8038889,-73.5591667
11/15/1980 22:00,tx,us,31.0636111,-98.1813889
11/15/1982 3:00,la,us,31.1277778,-92.06611109999999
11/15/1982 20:00,oh,us,41.3502778,-83.1219444
11/15/1983 17:00,va,us,36.8527778,-75.9783333
11/15/1983 23:30,ne,us,41.1569444,-101.1258333
11/15/1984 18:00,fl,us,30.5180556,-82.9483333
11/15/1984 18:00,ne,us,41.1238889,-100.765
11/15/1985 20:30,nj,us,41.2366667,-74.4875
11/15/1986 14:30,ak,us,60.9425,-149.1663889
11/15/1986 21:00,ga,us,32.0833333,-81.1
11/15/1986 23:00,mt,us,47.4602778,-114.88194440000001
11/15/1987 2:00,ca,us,32.7152778,-117.1563889
11/15/1987 19:30,fl,us,27.7705556,-82.67944440000001
11/15/1987 22:00,wi,us,44.1536111,-87.9566667
11/15/1987 23:00,wi,us,45.2325,-88.0075
11/15/1988 5:30,ny,us,44.0077778,-76.04472220000001
11/15/1988 5:30,ny,us,44.0077778,-76.04472220000001
11/15/1988 5:30,ny,us,44.0077778,-76.04472220000001
11/15/1988 18:00,ca,us,37.9577778,-121.2897222
11/15/1989 5:30,ny,us,44.0077778,-76.04472220000001
11/15/1989 18:00,tx,us,29.4238889,-98.4933333
11/15/1989 22:00,nc,us,36.4497222,-76.0158333
11/15/1989 23:00,pr,us,18.3966667,-67.11361109999999
11/15/1990 3:00,fl,us,28.3505556,-80.72555559999999
11/15/1990 3:00,tx,us,33.015,-96.5386111
11/15/1990 18:00,wa,us,47.3294444,-122.5788889
11/15/1990 19:00,ca,us,36.4580556,-116.87
11/15/1990 22:00,tx,us,32.3861111,-94.8755556
11/15/1991 1:00,co,us,38.8338889,-104.8208333
11/15/1991 1:00,fl,us,30.4211111,-87.2169444
11/15/1991 19:30,tx,us,29.6908333,-95.2088889
11/15/1992 10:00,ca,us,33.5816667,-116.9313889
11/15/1992 18:30,il,us,40.3055556,-89.6027778
11/15/1992 20:00,wi,us,45.1277778,-87.2469444
11/15/1992 22:15,wi,us,44.1538889,-87.5691667
11/15/1993 12:00,in,us,41.4961111,-85.3766667
11/15/1993 14:30,tx,us,28.0408333,-99.35416670000001
11/15/1993 19:00,ne,us,42.8047222,-102.20277779999999
11/15/1994 4:00,ms,us,30.925,-88.59
11/15/1994 19:00,tn,us,36.4744444,-81.805
11/15/1994 21:00,ga,us,33.7488889,-84.3880556
11/15/1994 21:45,va,us,36.8352778,-76.29861109999999
11/15/1994 23:00,ky,us,37.3183333,-84.9394444
11/15/1994 23:25,ny,us,40.8686111,-73.0019444
11/15/1995 19:30,wi,us,43.0388889,-87.90638890000001
11/15/1995 22:00,ca,us,34.02,-117.94861110000001
11/15/1995 22:30,co,us,40.015,-105.27
11/15/1995 23:00,md,us,39.6,-75.9416667
11/15/1996 10:21,tx,us,31.0833333,-97.6594444
11/15/1996 17:00,ne,us,40.8,-96.66666670000001
11/15/1996 20:30,pa,us,41.6794444,-77.0641667
11/15/1996 20:50,oh,us,40.7425,-84.1052778
11/15/1996 22:30,nm,us,35.0844444,-106.65055559999999
11/15/1997 0:35,az,us,32.2216667,-110.9258333
11/15/1997 2:30,wa,us,46.1383333,-122.93694440000002
11/15/1997 3:50,nv,us,39.5297222,-119.81277779999999
11/15/1997 4:00,ny,us,43.1705556,-78.6905556
11/15/1997 18:30,oh,us,41.1563889,-80.5694444
11/15/1997 18:45,fl,us,26.7052778,-80.0366667
11/15/1997 21:00,pa,us,40.7972222,-75.9697222
11/15/1997 21:30,ny,us,42.7633333,-78.31
11/15/1997 22:00,ca,us,40.8022222,-124.1625
11/15/1997 23:00,nj,us,40.7841667,-74.69722220000001
11/15/1997 23:00,nj,us,40.7841667,-74.69722220000001
11/15/1997 23:30,fl,us,26.2375,-80.125
11/15/1998 0:15,ca,us,32.7152778,-117.1563889
11/15/1998 1:30,va,us,36.8083333,-76.7444444
11/15/1998 20:00,nj,us,40.5186111,-74.4125
11/15/1998 20:00,wi,us,43.0730556,-89.4011111
11/15/1998 20:30,co,us,39.7661111,-105.07666670000002
11/15/1998 21:00,ri,us,41.7797222,-71.43777779999999
11/15/1998 21:00,il,us,41.7444444,-87.8377778
11/15/1998 22:00,ga,us,33.7488889,-84.3880556
11/15/1998 23:00,wa,us,46.9966667,-120.54666670000002
11/16/1998 866760:00:00,wi,us,43.3347222,-90.3866667
11/15/1999 5:50,az,us,32.7252778,-114.6236111
11/15/1999 17:00,tn,us,35.8455556,-86.39027779999999
11/15/1999 18:00,ia,us,42.0083333,-91.64388890000001
11/15/1999 20:00,wa,us,46.9422222,-122.60472220000001
11/15/1999 21:15,mi,us,42.9541667,-85.4888889
11/15/1999 22:15,tn,us,35.9605556,-85.8141667
11/15/2000 7:00,md,us,38.5630556,-76.0791667
11/15/2000 14:00,mi,us,42.7369444,-84.48388890000001
11/15/2000 17:00,mi,us,42.8263889,-84.2194444
11/15/2000 17:55,tx,us,31.8972222,-98.6033333
11/15/2000 18:00,ar,us,35.2155556,-94.2555556
11/15/2000 18:00,tx,us,31.9491667,-98.7369444
11/15/2000 19:00,ny,us,43.1283333,-73.8469444
11/15/2000 20:00,in,us,40.4863889,-86.1336111
11/15/2000 20:00,or,us,45.5236111,-122.675
11/15/2000 20:30,nj,us,40.7936111,-74.1505556
11/15/2000 21:00,ar,us,35.3858333,-94.3983333
11/15/2000 22:00,mi,us,43.1319444,-86.15472220000001
11/15/2001 1:30,wa,us,47.6588889,-117.425
11/15/2001 14:00,ca,us,36.6002778,-121.8936111
11/15/2001 16:30,wa,us,46.6022222,-120.5047222
11/15/2001 17:55,ky,us,38.575,-83.5197222
11/15/2001 18:29,oh,us,38.8133333,-82.72694440000001
11/15/2001 18:45,wa,us,47.2044444,-121.99027779999999
11/15/2001 18:45,wa,us,47.2044444,-121.99027779999999
11/15/2001 18:45,wa,us,47.2044444,-121.99027779999999
11/15/2001 20:00,mi,us,44.9802778,-85.2111111
11/15/2001 20:00,mi,us,45.2166667,-85.01388890000001
11/15/2001 20:00,mi,us,45.2166667,-85.01388890000001
11/15/2001 20:10,mi,us,44.9022222,-85.0608333
11/15/2001 21:00,ar,us,35.5769444,-92.1772222
11/15/2001 21:00,mn,us,44.9444444,-93.0930556
11/15/2001 21:10,wy,us,44.8994444,-109.1502778
11/15/2001 23:25,wa,us,46.9966667,-120.54666670000002
11/15/2001 23:30,or,us,43.9827778,-124.0986111
11/15/2002 0:00,me,us,44.3105556,-69.78
11/15/2002 17:30,ca,us,40.8666667,-124.08166670000001
11/15/2002 17:30,nv,us,36.175,-115.1363889
11/15/2002 18:30,az,us,33.6305556,-112.3325
11/15/2002 19:30,wv,us,39.6883333,-79.9802778
11/15/2002 21:00,ca,us,34.7211111,-116.15916670000001
11/15/2002 21:30,mi,us,42.0852778,-83.6825
11/15/2002 22:00,oh,us,41.4875,-82.1016667
11/15/2002 22:10,mi,us,42.9633333,-85.6680556
11/15/2003 2:00,ca,us,32.8383333,-116.97305559999998
